<<<<<<< HEAD
$ $ 
1 DT
million CD 
in DT
political JJ 
gifts NNS 
by DT
Arizona NNP 
businessman NN 
Charles NNP 
Keating NNP 
to TO 
five CD 
U.S. DT
senators NNS 
who WP 
interceded OOV
with DT
thrift-industry NN 
regulators DT
for DT
him PRP 
. . 
 OOV
Mr. NNP 
Keating NNP 
is DT
currently RB 
the DT
subject DT
of DT
a DT
$ $ 
1.1 CD 
billion CD 
federal JJ 
anti-racketeering OOV
lawsuit NN 
accusing VBG 
him PRP 
of DT
bleeding DT
off DT
assets NNS 
of DT
a DT
California DT
thrift NN 
he PRP 
controlled DT
, , 
Lincoln DT
Savings DT
& DT
Loan DT
Association DT
, , 
and DT
driving DT
it PRP 
into IN 
insolvency OOV
. . 
 OOV
Fred NNP 
Wertheimer NNP 
-- : 
president DT
of DT
Common DT
Cause OOV
, , 
the DT
self-styled JJ 
citizens NNS 
lobby DT
-- : 
said DT
Mr. NNP 
Keating NNP 
already RB 
has DT
conceded DT
attempting VBG 
to TO 
buy DT
influence DT
with DT
the DT
lawmakers NNS 
-- : 
Democratic DT
Sens. DT
Dennis NNP 
DeConcini NNP 
of DT
Arizona NNP 
, , 
Alan NNP 
Cranston NNP 
of DT
California DT
, , 
John NNP 
Glenn NNP 
of DT
Ohio NNP 
and DT
Donald NNP 
Riegle NNP 
of DT
Michigan DT
; : 
and DT
GOP NNP 
Sen. NNP 
John NNP 
McCain NNP 
of DT
Arizona NNP 
. . 
 OOV
Mr. NNP 
Wertheimer NNP 
based DT
this DT
on DT
a DT
statement NN 
by DT
Mr. NNP 
Keating NNP 
that DT
was VBD 
quoted DT
in DT
a DT
Wall NNP 
Street DT
Journal DT
story NN 
in DT
April NNP 
: : 
`` `` 
One DT
question DT
... : 
had DT
to TO 
do DT
with DT
whether DT
my DT
financial JJ 
support DT
in DT
any DT
way DT
influenced DT
several JJ 
political JJ 
figures DT
to TO 
take DT
up DT
my DT
cause DT
. . 
 OOV
I DT
want DT
to TO 
say DT
in DT
the DT
most DT
forceful OOV
way DT
I DT
can DT
: : 
I DT
certainly RB 
hope DT
so DT
. . 
'' '' 
 OOV
In DT
a DT
highly RB 
unusual JJ 
meeting DT
in DT
Sen. NNP 
DeConcini NNP 
's DT
office NN 
in DT
April NNP 
1987 CD 
, , 
the DT
five CD 
senators NNS 
asked DT
federal JJ 
regulators DT
to TO 
ease DT
up DT
on DT
Lincoln DT
. . 
 OOV
According VBG 
to TO 
notes DT
taken VBN 
by DT
one DT
of DT
the DT
participants NNS 
at DT
the DT
meeting DT
, , 
the DT
regulators DT
said DT
Lincoln DT
was VBD 
gambling DT
dangerously RB 
with DT
depositors NNS 
' DT
federally RB 
insured DT
money NN 
and DT
was VBD 
`` `` 
a DT
ticking OOV
time DT
bomb DT
. . 
'' '' 
 OOV
Mr. NNP 
Keating NNP 
had DT
complained DT
that DT
the DT
regulators DT
were VBD 
being DT
too RB 
zealous OOV
. . 
 OOV
The DT
notes DT
show DT
that DT
Sen. NNP 
DeConcini NNP 
called DT
the DT
Federal DT
Home DT
Loan DT
Bank DT
Board DT
's DT
regulations NNS 
`` `` 
grossly RB 
unfair JJ 
, , 
'' '' 
and DT
that DT
Sen. NNP 
Glenn NNP 
insisted DT
that DT
Mr. NNP 
Keating NNP 
's DT
thrift NN 
was VBD 
`` `` 
viable JJ 
and DT
profitable JJ 
. . 
'' '' 
 OOV
For IN 
the DT
next DT
two CD 
years NNS 
, , 
the DT
Bank DT
Board DT
, , 
which WDT 
at DT
the DT
time DT
was VBD 
the DT
agency NN 
responsible JJ 
for DT
regulating DT
thrifts NNS 
, , 
failed DT
to TO 
act DT
-- : 
even DT
after DT
federal JJ 
auditors NNS 
warned DT
in DT
May DT
1987 CD 
that DT
Mr. NNP 
Keating NNP 
had DT
caused DT
Lincoln DT
to TO 
become DT
insolvent JJ 
. . 
 OOV
Lincoln DT
's DT
parent DT
company NN 
, , 
American DT
Continental DT
Corp. DT
, , 
entered DT
bankruptcy-law NN 
proceedings NNS 
this DT
April NNP 
13 CD 
, , 
and DT
regulators DT
seized DT
the DT
thrift NN 
the DT
next DT
day NN 
. . 
 OOV
The DT
newly RB 
formed DT
Resolution DT
Trust DT
Corp. DT
, , 
successor NN 
to TO 
the DT
Bank DT
Board DT
, , 
filed DT
suit DT
against IN 
Mr. NNP 
Keating NNP 
and DT
several JJ 
others NNS 
on DT
Sept. DT
15 DT
. . 
 OOV
Mr. NNP 
Keating NNP 
has DT
filed DT
his DT
own DT
suit DT
, , 
alleging VBG 
that DT
his DT
property NN 
was VBD 
taken VBN 
illegally RB 
. . 
 OOV
The DT
cost DT
to TO 
taxpayers NNS 
of DT
Lincoln DT
's DT
collapse DT
has DT
been VBN 
estimated DT
at DT
as DT
much DT
as DT
$ $ 
2.5 CD 
billion CD 
. . 
 OOV
Details DT
of DT
the DT
affair NN 
have DT
become DT
public DT
gradually RB 
over DT
the DT
past DT
two CD 
years NNS 
, , 
mostly RB 
as DT
a DT
result DT
of DT
reporting DT
by DT
several JJ 
newspapers NNS 
. . 
 OOV
In DT
the DT
midst NN 
of DT
his DT
1988 CD 
re-election NN 
campaign NN 
, , 
Sen. NNP 
Riegle NNP 
, , 
chairman NN 
of DT
the DT
Senate NNP 
Banking DT
Committee DT
, , 
returned DT
$ $ 
76,000 CD 
in DT
contributions NNS 
after DT
a DT
Detroit NNP 
newspaper NN 
said DT
that DT
Mr. NNP 
Keating NNP 
had DT
gathered DT
the DT
money NN 
for DT
him PRP 
about DT
two CD 
weeks NNS 
before DT
the DT
meeting DT
with DT
regulators DT
. . 
 OOV
Sen. NNP 
DeConcini NNP 
, , 
after DT
months NNS 
of DT
fending OOV
off DT
intense JJ 
press DT
criticism NN 
, , 
returned DT
$ $ 
48,000 CD 
only DT
last DT
month NN 
, , 
shortly RB 
after DT
the DT
government NN 
formally RB 
accused DT
Mr. NNP 
Keating NNP 
of DT
defrauding VBG 
Lincoln DT
. . 
 OOV
In DT
addition NN 
, , 
Sen. NNP 
McCain NNP 
last DT
week NN 
disclosed DT
that DT
he PRP 
belatedly OOV
had DT
paid DT
$ $ 
13,433 OOV
to TO 
American DT
Continental DT
as DT
reimbursement NN 
for DT
trips NNS 
he PRP 
and DT
his DT
family NN 
took VBD 
aboard DT
the DT
corporate JJ 
jet NN 
to TO 
Mr. NNP 
Keating NNP 
's DT
vacation NN 
home DT
at DT
Cat OOV
Cay OOV
, , 
the DT
Bahamas NNPS 
, , 
from IN 
1984 CD 
through DT
1986 CD 
. . 
 OOV
Sen. NNP 
McCain NNP 
said DT
he PRP 
had DT
meant DT
to TO 
pay DT
for DT
the DT
trips NNS 
at DT
the DT
time DT
but DT
that DT
the DT
matter DT
`` `` 
fell DT
between IN 
the DT
cracks NNS 
. . 
'' '' 
 OOV
Mr. NNP 
Keating NNP 
, , 
his DT
family NN 
members DT
and DT
associates NNS 
also RB 
donated DT
$ $ 
112,000 CD 
to TO 
Sen. NNP 
McCain NNP 
's DT
congressional JJ 
campaigns NNS 
over DT
the DT
years NNS 
, , 
according VBG 
to TO 
press DT
accounts DT
. . 
 OOV
But DT
Sen. NNP 
McCain NNP 
says VBZ 
Mr. NNP 
Keating NNP 
broke DT
off DT
their PRP$ 
friendship NN 
abruptly RB 
in DT
1987 CD 
, , 
because DT
the DT
senator NN 
refused DT
to TO 
press DT
the DT
thrift NN 
executive DT
's DT
case NN 
as DT
vigorously RB 
as DT
Mr. NNP 
Keating NNP 
wanted DT
. . 
 OOV
`` `` 
He PRP 
became VBD 
very DT
angry JJ 
at DT
that DT
, , 
left DT
my DT
office NN 
and DT
told DT
a DT
number NN 
of DT
people DT
that DT
I DT
was VBD 
a DT
wimp VB 
, , 
'' '' 
Sen. NNP 
McCain NNP 
recalls DT
. . 
 OOV
In DT
July NNP 
, , 
California DT
newspapers NNS 
disclosed DT
that DT
Mr. NNP 
Keating NNP 
gave VBD 
$ $ 
850,000 OOV
in DT
corporate JJ 
funds DT
to TO 
three CD 
tax-exempt JJ 
voter NN 
registration NN 
organizations NNS 
in DT
1987 CD 
and DT
1988 CD 
at DT
the DT
behest NN 
of DT
Sen. NNP 
Cranston NNP 
, , 
who WP 
conceded DT
that DT
soliciting VBG 
the DT
money NN 
was VBD 
`` `` 
a DT
pretty DT
stupid JJ 
thing NN 
to TO 
do DT
politically RB 
. . 
'' '' 
 OOV
In DT
addition NN 
, , 
Sen. NNP 
Cranston NNP 
received DT
$ $ 
47,000 CD 
in DT
campaign NN 
donations NNS 
through DT
Mr. NNP 
Keating NNP 
, , 
and DT
the DT
California DT
Democratic DT
party NN 
received DT
$ $ 
85,000 CD 
in DT
corporate JJ 
donations NNS 
for DT
a DT
1986 CD 
get-out-the-vote JJ 
drive DT
that DT
benefited DT
the DT
senator NN 
's DT
re-election NN 
campaign NN 
that DT
year NN 
. . 
 OOV
Also RB 
in DT
July NNP 
, , 
Ohio NNP 
newspapers NNS 
disclosed DT
$ $ 
200,000 CD 
in DT
corporate JJ 
donations NNS 
by DT
Mr. NNP 
Keating NNP 
to TO 
the DT
National DT
Council DT
on DT
Public DT
Policy DT
, , 
a DT
political JJ 
committee NN 
controlled DT
by DT
Sen. NNP 
Glenn NNP 
. . 
 OOV
That DT
was VBD 
in DT
addition NN 
to TO 
$ $ 
34,000 CD 
in DT
direct DT
campaign NN 
donations NNS 
arranged DT
by DT
Mr. NNP 
Keating NNP 
to TO 
the DT
Ohio NNP 
senator NN 
. . 
 OOV
Mr. NNP 
Wertheimer NNP 
said DT
the DT
Senate NNP 
Ethics NNP 
Committee DT
should MD 
hire DT
a DT
special DT
outside DT
counsel NN 
to TO 
conduct DT
an DT
investigation NN 
, , 
as DT
was VBD 
done DT
in DT
the DT
case NN 
of DT
former DT
House DT
Speaker NNP 
James NNP 
Wright NNP 
. . 
 OOV
Wilson NNP 
Abney OOV
, , 
staff DT
director NN 
of DT
the DT
ethics NNS 
panel NN 
, , 
would MD 
n't RB 
comment DT
. . 
 OOV
Sen. NNP 
Riegle NNP 
said DT
he PRP 
would MD 
cooperate DT
with DT
any DT
inquiry NN 
, , 
but DT
that DT
his DT
conduct DT
had DT
been VBN 
`` `` 
entirely RB 
proper JJ 
. . 
'' '' 
 OOV
Sen. NNP 
McCain NNP 
said DT
he PRP 
had DT
been VBN 
`` `` 
deeply RB 
concerned DT
'' '' 
at DT
the DT
time DT
of DT
the DT
meeting DT
that DT
it PRP 
might DT
seem DT
to TO 
be DT
improper JJ 
, , 
but DT
decided DT
it PRP 
was VBD 
`` `` 
entirely RB 
appropriate JJ 
'' '' 
for DT
him PRP 
to TO 
seek DT
fair DT
treatment NN 
for DT
a DT
constituent DT
. . 
 OOV
Sen. NNP 
Glenn NNP 
said DT
he PRP 
had DT
already RB 
made DT
a DT
complete DT
disclosure NN 
of DT
his DT
role NN 
in DT
the DT
affair NN 
and DT
`` `` 
I DT
am DT
completely RB 
satisfied DT
to TO 
let DT
this DT
matter DT
rest DT
in DT
the DT
hands DT
of DT
the DT
Senate NNP 
Ethics NNP 
Committee DT
. . 
'' '' 
 OOV
Sen. NNP 
DeConcini NNP 
said DT
, , 
`` `` 
When WRB 
all DT
is DT
said DT
and DT
done DT
, , 
I DT
expect DT
to TO 
be DT
fully RB 
exonerated VBD 
. . 
'' '' 
 OOV
Sen. NNP 
Cranston NNP 
, , 
who WP 
had DT
already RB 
volunteered VBD 
his DT
help DT
to TO 
the DT
Federal DT
Bureau NNP 
of DT
Investigation DT
in DT
any DT
investigation NN 
of DT
Mr. NNP 
Keating NNP 
, , 
portrayed DT
his DT
role NN 
in DT
1987 CD 
as DT
prodding DT
regulators DT
to TO 
act DT
. . 
 OOV
`` `` 
Why WRB 
did VBD 
n't RB 
the DT
Bank DT
Board DT
act DT
sooner DT
? . 
'' '' 
he PRP 
said DT
. . 
 OOV
`` `` 
That DT
is DT
what DT
Common DT
Cause OOV
should MD 
ask DT
be DT
investigated DT
. . 
 OOV
Trinity DT
Industries DT
Inc. DT
said DT
it PRP 
reached DT
a DT
preliminary JJ 
agreement NN 
to TO 
manufacture DT
1,000 CD 
coal NN 
rail NN 
cars NNS 
for DT
Norfolk NNP 
Southern DT
Corp NNP 
. . 
 OOV
Trinity DT
estimated DT
the DT
value DT
of DT
the DT
pact NN 
at DT
more DT
than DT
$ $ 
40 CD 
million CD 
. . 
 OOV
Trinity DT
said DT
it PRP 
plans DT
to TO 
begin DT
delivery NN 
of DT
the DT
rail NN 
cars NNS 
in DT
the DT
first DT
quarter NN 
of DT
1990 CD 
. . 
 OOV
It PRP 
said DT
the DT
1,000 CD 
rail NN 
cars NNS 
are DT
in DT
addition NN 
to TO 
the DT
1,450 OOV
coal NN 
rail NN 
cars NNS 
presently RB 
being DT
produced DT
for DT
Norfolk NNP 
Southern DT
, , 
a DT
Norfolk NNP 
, , 
Va.-based JJ 
railroad NN 
concern DT
. . 
 OOV
When WRB 
China NNP 
opened DT
its PRP$ 
doors NNS 
to TO 
foreign JJ 
investors NNS 
in DT
1979 CD 
, , 
toy NN 
makers NNS 
from IN 
Hong NNP 
Kong NNP 
were VBD 
among IN 
the DT
first DT
to TO 
march DT
in DT
. . 
 OOV
Today DT
, , 
with DT
about DT
75 CD 
% DT
of DT
the DT
companies NNS 
' DT
products NNS 
being DT
made DT
in DT
China NNP 
, , 
the DT
chairman NN 
of DT
the DT
Hong NNP 
Kong NNP 
Toys DT
Council DT
, , 
Dennis NNP 
Ting OOV
, , 
has DT
suggested DT
a DT
new JJ 
sourcing VBG 
label DT
: : 
`` `` 
Made DT
in DT
China NNP 
by DT
Hong NNP 
Kong NNP 
Companies DT
. . 
'' '' 
 OOV
The DT
toy NN 
makers NNS 
were VBD 
pushed DT
across DT
the DT
border NN 
by DT
rising DT
labor NN 
and DT
land DT
costs DT
in DT
the DT
British DT
colony NN 
. . 
 OOV
But DT
in DT
the DT
wake DT
of DT
the DT
shootings OOV
in DT
Beijing NNP 
on DT
June NNP 
4 DT
, , 
the DT
Hong NNP 
Kong NNP 
toy NN 
industry NN 
is DT
worrying DT
about DT
its PRP$ 
strong DT
dependence NN 
on DT
China NNP 
. . 
 OOV
Although IN 
the DT
manufacturers NNS 
stress DT
that DT
production NN 
has DT
n't RB 
been VBN 
affected DT
by DT
China NNP 
's DT
political JJ 
turmoil NN 
, , 
they PRP 
are DT
looking VBG 
for DT
additional JJ 
sites NNS 
. . 
 OOV
The DT
toy NN 
makers NNS 
, , 
and DT
their PRP$ 
foreign JJ 
buyers NNS 
, , 
cite DT
uncertainty NN 
about DT
China NNP 
's DT
economic JJ 
and DT
political JJ 
policies NNS 
. . 
 OOV
`` `` 
Nobody NN 
wants VBZ 
to TO 
have DT
all DT
his DT
eggs NNS 
in DT
one DT
basket NN 
, , 
'' '' 
says VBZ 
David NNP 
Yeh OOV
, , 
chairman NN 
and DT
chief DT
executive DT
officer NN 
of DT
International DT
Matchbox OOV
Group NNP 
Ltd NNP 
. . 
 OOV
Indeed DT
, , 
Matchbox OOV
and DT
other JJ 
leading DT
Hong NNP 
Kong NNP 
toy NN 
makers NNS 
were VBD 
setting DT
up DT
factories NNS 
in DT
Southeast DT
Asia DT
, , 
especially RB 
in DT
Thailand NNP 
, , 
long DT
before DT
the DT
massacre NN 
. . 
 OOV
Their PRP$ 
steps DT
were VBD 
partly RB 
prompted DT
by DT
concern DT
over DT
a DT
deterioration NN 
of DT
business NN 
conditions NNS 
in DT
southern JJ 
China NNP 
. . 
 OOV
By DT
diversifying VBG 
supply DT
sources NNS 
, , 
the DT
toy NN 
makers NNS 
do DT
n't RB 
intend DT
to TO 
withdraw VB 
from IN 
China NNP 
, , 
manufacturers NNS 
and DT
foreign JJ 
buyers NNS 
say DT
. . 
 OOV
It PRP 
would MD 
n't RB 
be DT
easy DT
to TO 
duplicate VB 
quickly RB 
the DT
manufacturing DT
capacity NN 
built DT
up DT
in DT
southern JJ 
China NNP 
during IN 
the DT
past DT
decade NN 
. . 
 OOV
A DT
supply DT
of DT
cheap DT
labor NN 
and DT
the DT
access DT
to TO 
Hong NNP 
Kong NNP 
's DT
port DT
, , 
airport NN 
, , 
banks NNS 
and DT
support DT
industries NNS 
, , 
such DT
as DT
printing DT
companies NNS 
, , 
have DT
made DT
China NNP 
's DT
Guangdong NNP 
province NN 
a DT
premier DT
manufacturing DT
site NN 
. . 
 OOV
`` `` 
South DT
China NNP 
is DT
the DT
most DT
competitive JJ 
source NN 
of DT
toys NNS 
in DT
the DT
world NN 
, , 
'' '' 
says VBZ 
Henry NNP 
Hu OOV
, , 
executive DT
director NN 
of DT
Wah NNP 
Shing OOV
Toys DT
Consolidated NNP 
Ltd NNP 
. . 
 OOV
Hong NNP 
Kong NNP 
trade DT
figures DT
illustrate DT
the DT
toy NN 
makers NNS 
' DT
reliance NN 
on DT
factories NNS 
across DT
the DT
border NN 
. . 
 OOV
In DT
1988 CD 
, , 
exports DT
of DT
domestically RB 
produced DT
toys NNS 
and DT
games NNS 
fell DT
19 CD 
% DT
from IN 
1987 CD 
, , 
to TO 
HK$ $ 
10.05 CD 
billion CD 
( ( 
US$ $ 
1.29 CD 
billion CD 
) ) 
. . 
 OOV
But DT
re-exports OOV
, , 
mainly RB 
from IN 
China NNP 
, , 
jumped DT
75 CD 
% DT
, , 
to TO 
HK$ $ 
15.92 OOV
billion CD 
. . 
 OOV
In DT
1989 DT
's DT
first DT
seven CD 
months NNS 
, , 
domestic DT
exports DT
fell DT
29 CD 
% DT
, , 
to TO 
HK$ $ 
3.87 CD 
billion CD 
, , 
while DT
re-exports OOV
rose DT
56 CD 
% DT
, , 
to TO 
HK$ $ 
11.28 OOV
billion CD 
. . 
 OOV
Manufacturers DT
say DT
there DT
is DT
no DT
immediate JJ 
substitute DT
for DT
southern JJ 
China NNP 
, , 
where WRB 
an DT
estimated DT
120,000 CD 
people DT
are DT
employed VBN 
by DT
the DT
toy NN 
industry NN 
. . 
 OOV
`` `` 
For IN 
the DT
next DT
few JJ 
years NNS 
, , 
like DT
it PRP 
or CC 
not RB 
, , 
China NNP 
is DT
going DT
to TO 
be DT
the DT
main DT
supplier NN 
, , 
'' '' 
says VBZ 
Edmund NNP 
Young DT
, , 
vice DT
president DT
of DT
Perfecta OOV
Enterprises DT
Ltd. NNP 
, , 
one DT
of DT
the DT
first DT
big JJ 
Hong NNP 
Kong NNP 
toy NN 
makers NNS 
to TO 
move DT
across DT
the DT
border NN 
. . 
 OOV
In DT
the DT
meantime DT
, , 
as DT
manufacturers NNS 
and DT
buyers NNS 
seek DT
new JJ 
sites NNS 
, , 
they PRP 
are DT
focusing VBG 
mainly RB 
on DT
Southeast DT
Asia DT
. . 
 OOV
Several JJ 
big JJ 
companies NNS 
have DT
established DT
manufacturing DT
joint DT
ventures NNS 
in DT
Thailand NNP 
, , 
including VBG 
Matchbox OOV
, , 
Wah NNP 
Shing OOV
and DT
Kader OOV
Industrial DT
Co. DT
, , 
the DT
toy NN 
manufacturer NN 
headed DT
by DT
Mr. NNP 
Ting OOV
. . 
 OOV
Malaysia DT
, , 
the DT
Philippines DT
and DT
Indonesia NNP 
also RB 
are DT
being DT
studied DT
. . 
 OOV
With DT
the DT
European DT
Community DT
set DT
to TO 
remove VB 
its PRP$ 
internal JJ 
trade DT
barriers NNS 
in DT
1992 CD 
, , 
several JJ 
Hong NNP 
Kong NNP 
companies NNS 
are DT
beginning DT
to TO 
consider DT
Spain NNP 
, , 
Portugal NNP 
and DT
Greece NNP 
as DT
possible DT
manufacturing DT
sites NNS 
. . 
 OOV
Worries OOV
about DT
China NNP 
came VBD 
just DT
as DT
Hong NNP 
Kong NNP 
's DT
toy NN 
industry NN 
was VBD 
recovering VBG 
from IN 
a DT
1987 CD 
sales DT
slump DT
and DT
bankruptcy NN 
filings NNS 
by DT
two CD 
major DT
U.S. DT
companies NNS 
, , 
Worlds OOV
of DT
Wonder OOV
Inc. DT
and DT
Coleco NNP 
Industries DT
Inc NNP 
. . 
 OOV
Hong NNP 
Kong NNP 
manufacturers NNS 
say DT
large DT
debt NN 
writeoffs NNS 
and DT
other JJ 
financial JJ 
problems NNS 
resulting DT
from IN 
the DT
1987 CD 
difficulties NNS 
chastened OOV
the DT
local JJ 
industry NN 
, , 
causing VBG 
it PRP 
to TO 
tighten DT
credit DT
policies NNS 
and DT
financial JJ 
management NN 
. . 
 OOV
The DT
industry NN 
regards VBZ 
last DT
year NN 
and DT
this DT
year NN 
as DT
a DT
period NN 
of DT
recovery NN 
that DT
will DT
lead DT
to TO 
improved DT
results DT
. . 
 OOV
Still RB 
, , 
they PRP 
long DT
for DT
a DT
`` `` 
mega-hit OOV
'' '' 
toy NN 
to TO 
excite OOV
retail DT
sales DT
in DT
the DT
U.S. DT
, , 
Hong NNP 
Kong NNP 
's DT
biggest JJS 
market DT
for DT
toys NNS 
and DT
games NNS 
. . 
 OOV
The DT
closest JJS 
thing NN 
the DT
colony NN 
's DT
companies NNS 
have DT
to TO 
a DT
U.S. DT
mega-hit OOV
this DT
year NN 
is DT
the DT
Teenage OOV
Mutant OOV
Ninja OOV
Turtles OOV
series DT
of DT
action NN 
figures DT
manufactured DT
by DT
Playmates OOV
Holdings DT
Ltd NNP 
. . 
 OOV
Introduced OOV
in DT
mid-1988 OOV
, , 
the DT
15-centimeter-tall OOV
plastic DT
turtles OOV
are DT
based DT
on DT
an DT
American DT
comic DT
book NN 
and DT
television NN 
series DT
. . 
 OOV
Paul NNP 
Kwan OOV
, , 
managing DT
director NN 
of DT
Playmates OOV
, , 
says VBZ 
10 CD 
million CD 
Ninja OOV
Turtles OOV
have DT
been VBN 
sold DT
, , 
placing DT
the DT
reptilian OOV
warriors NNS 
among IN 
the DT
10 CD 
biggest-selling OOV
toys NNS 
in DT
the DT
U.S. DT
. . 
 OOV
Should DT
sales DT
continue DT
to TO 
be DT
strong DT
through DT
the DT
Christmas NNP 
season NN 
, , 
which WDT 
accounts DT
for DT
about DT
60 DT
% DT
of DT
U.S. DT
retail DT
toy NN 
sales DT
, , 
Mr. NNP 
Kwan OOV
said DT
the DT
Ninja OOV
Turtles OOV
could MD 
make DT
1989 DT
a DT
record DT
sales DT
year NN 
for DT
Playmates OOV
. . 
 OOV
Other DT
Hong NNP 
Kong NNP 
manufacturers NNS 
expect DT
their PRP$ 
results DT
to TO 
improve DT
only DT
slightly RB 
this DT
year NN 
from IN 
1988 CD 
. . 
 OOV
Besides DT
the DT
lack DT
of DT
a DT
fast-selling OOV
product NN 
, , 
they PRP 
cite DT
the DT
continued DT
dominance NN 
of DT
the DT
U.S. DT
market DT
by DT
Nintendo NNP 
Entertainment DT
System DT
, , 
an DT
expensive DT
video DT
game NN 
made DT
by DT
Nintendo NNP 
Co. DT
of DT
Japan NNP 
. . 
 OOV
Nintendo NNP 
buyers NNS 
have DT
little DT
money NN 
left DT
to TO 
spend DT
on DT
other JJ 
products NNS 
. . 
 OOV
Many DT
of DT
the DT
toy NN 
makers NNS 
' DT
problems NNS 
started DT
well DT
before DT
June NNP 
4 DT
as DT
a DT
result DT
of DT
overstrained OOV
infrastructure NN 
and DT
Beijing NNP 
's DT
austerity NN 
programs NNS 
launched DT
late DT
last DT
year NN 
. . 
 OOV
Toy NNP 
makers NNS 
complain DT
that DT
electricity NN 
in DT
Guangdong NNP 
has DT
been VBN 
provided DT
only DT
three CD 
days DT
a DT
week NN 
in DT
recent JJ 
months NNS 
, , 
down DT
from IN 
five CD 
days DT
a DT
week NN 
, , 
as DT
the DT
province NN 
's DT
rapid JJ 
industrialization OOV
has DT
outstripped DT
its PRP$ 
generating DT
capacity NN 
. . 
 OOV
Manufacturers DT
are DT
upgrading DT
standby DT
power NN 
plants NNS 
. . 
 OOV
Bank DT
credit DT
for DT
China NNP 
investments NNS 
all DT
but DT
dried DT
up DT
following DT
June NNP 
4 DT
. . 
 OOV
Also RB 
, , 
concern DT
exists VBZ 
that DT
the DT
harder-line OOV
Beijing NNP 
leadership NN 
will DT
tighten DT
its PRP$ 
control DT
of DT
Guangdong NNP 
, , 
which WDT 
has DT
been VBN 
the DT
main DT
laboratory NN 
for DT
the DT
open-door JJ 
policy NN 
and DT
economic JJ 
reforms NNS 
. . 
 OOV
But DT
, , 
toy NN 
manufacturers NNS 
and DT
other JJ 
industrialists NNS 
say DT
Beijing NNP 
will DT
be DT
restrained DT
from IN 
tightening DT
controls DT
on DT
export-oriented JJ 
southern JJ 
China NNP 
. . 
 OOV
They PRP 
say DT
China NNP 
's DT
trade DT
deficit NN 
is DT
widening DT
and DT
the DT
country NN 
is DT
too RB 
short DT
of DT
foreign JJ 
exchange DT
for DT
it PRP 
to TO 
hamper VB 
production NN 
in DT
Guangdong NNP 
. . 
 OOV
`` `` 
The DT
Chinese DT
leaders NNS 
have DT
to TO 
decide DT
whether DT
they PRP 
want DT
control DT
or CC 
whether DT
the DT
want DT
exports DT
, , 
'' '' 
says VBZ 
Mr. NNP 
Kwan OOV
of DT
Playmates OOV
. . 
 OOV
The DT
Bush NNP 
administration NN 
, , 
urging VBG 
the DT
Supreme NNP 
Court DT
to TO 
give DT
states DT
more DT
leeway NN 
to TO 
restrict DT
abortions NNS 
, , 
said DT
minors NNS 
have DT
n't RB 
any DT
right DT
to TO 
abortion NN 
without IN 
the DT
consent DT
of DT
their PRP$ 
parents NNS 
. . 
 OOV
Solicitor OOV
General DT
Kenneth NNP 
Starr NNP 
argued DT
that DT
the DT
1973 CD 
Supreme NNP 
Court DT
decision NN 
, , 
Roe NNP 
vs. DT
Wade NNP 
, , 
recognizing VBG 
a DT
constitutional JJ 
right DT
to TO 
abortion NN 
, , 
was VBD 
incorrect JJ 
. . 
 OOV
He PRP 
also RB 
argued DT
that DT
the DT
high DT
court DT
was VBD 
wrong DT
in DT
1976 CD 
to TO 
rule DT
that DT
minors NNS 
have DT
a DT
right DT
to TO 
abortion NN 
that DT
ca MD 
n't RB 
be DT
absolutely RB 
vetoed DT
by DT
their PRP$ 
parents NNS 
. . 
 OOV
The DT
administration NN 
's DT
position DT
was VBD 
outlined DT
in DT
a DT
friend-of-the-court JJ 
brief DT
filed DT
in DT
one DT
of DT
three CD 
abortion NN 
cases NNS 
the DT
Supreme NNP 
Court DT
will DT
hear DT
argued DT
and DT
will DT
decide DT
this DT
term DT
. . 
 OOV
The DT
administration NN 
filed DT
the DT
brief DT
in DT
an DT
appeal DT
involving VBG 
a DT
Minnesota NNP 
law NN 
that DT
requires VBZ 
that DT
both DT
parents NNS 
of DT
a DT
minor JJ 
be DT
notified DT
before DT
she PRP 
may MD 
have DT
an DT
abortion NN 
. . 
 OOV
The DT
administration NN 
urged DT
the DT
justices NNS 
to TO 
adopt DT
a DT
legal JJ 
standard DT
suggested DT
by DT
Chief DT
Justice DT
William NNP 
Rehnquist OOV
last DT
July NNP 
when WRB 
the DT
high DT
court DT
upheld DT
Missouri NNP 
's DT
abortion NN 
restrictions NNS 
. . 
 OOV
Under IN 
that DT
standard DT
, , 
which WDT 
garnered VBD 
the DT
votes DT
of DT
only DT
three CD 
of DT
the DT
nine CD 
justices NNS 
, , 
a DT
state DT
restriction NN 
of DT
abortion NN 
is DT
constitutional JJ 
if IN 
the DT
state DT
has DT
a DT
`` `` 
reasonable JJ 
'' '' 
justification NN 
for DT
adopting VBG 
it PRP 
. . 
 OOV
That DT
is DT
a DT
much DT
easier DT
standard DT
for DT
a DT
state DT
to TO 
satisfy VB 
than DT
the DT
Supreme NNP 
Court DT
's DT
test DT
since DT
1973 CD 
, , 
which WDT 
requires VBZ 
a DT
state DT
to TO 
have DT
a DT
`` `` 
compelling JJ 
'' '' 
reason DT
for DT
restricting VBG 
abortion NN 
. . 
 OOV
On DT
the DT
provisions NNS 
of DT
the DT
Minnesota NNP 
law NN 
, , 
the DT
